name,top,top_saler,price1,price2,price3,price4,price5,delivery,link,color,size
Колготки LB LB 351 серый 92-98,1,Бубльгум,1 940 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/lb-lb-351-seryi-92-98-110185675/?c=750000000,[],[]
Куртка Orby 101980_OOG Children 122-128,1,Бубльгум,39 600 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/kurtka-orby-101980-oog-children-106843045/?c=750000000,[],[]
Колготки LB LB 380 серый 104-110,1,Бубльгум,2 070 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/lb-lb-380-seryi-104-110-110094175/?c=750000000,[],[]
Брюки Batik 00748_BAT коралловый 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/brjuki-batik-00748-bat-korallovyi-108542630/?c=750000000,[],[]
Комбинезон Бамбук Комбинезон E060007KNR серый 62,1,Бубльгум,3 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-kombinezon-e060007knr-seryi-62-109706391/?c=750000000,[],[]
"Головной убор YO! бейсболка CZD-0641C красный 50, 54",1,Бубльгум,3 210 ₸,---,---,---,---,"Kaspi Доставка, межгород, 16 маяСамовывоз: завтра",https://kaspi.kz/shop/p/yo-beisbolka-czd-0641c-krasnyi-50-54-109859768/?c=750000000,[],[]
Боди Бамбук M054032FN с начесом бежевый 62,1,Бубльгум,3 660 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m054032fn-s-nachesom-bezhevyi-62-109782235/?c=750000000,[],[]
Комбинезон Бамбук M060002FN белый 56,1,Бубльгум,5 350 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m060002fn-belyi-56-109956194/?c=750000000,[],[]
Конверт Батик 02070_BAT белый 80,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/batik-02070-bat-babies-109071066/?c=750000000,[],[]
Колготки Para Socks K2D2 синий 110-116,1,Бубльгум,1 710 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k2d2-sinii-110-116-109417743/?c=750000000,[],[]
Боди Бамбук Боди MP054034Y бежевый 74,1,Бубльгум,3 740 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-bodi-mp054034y-bezhevyi-74-109744996/?c=750000000,[],[]
Батик 409-22в розовый 80,1,Бубльгум,36 860 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-409-22v-rozovyi-107668661/?c=750000000,[],[]
Колготки Para Socks K2D3 белый 98-104,1,Бубльгум,1 710 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k2d3-belyi-98-104-109782222/?c=750000000,[],[]
"Колготки LB 313 серый, черный 92-98",1,Бубльгум,1 930 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/lb-313-seryi-chernyi-92-98-105380961/?c=750000000,[],[]
"Головной убор Поляярик бейсболка BS-320 розовый 54, 56",1,Бубльгум,3 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-320-rozovyi-54-56-104777707/?c=750000000,[],[]
Костюм Батик 7040 черный 116,1,Бубльгум,19 540 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-7040-children-108106448/?c=750000000,[],[]
Колготки Para Socks K1D15 голубой 98-104,1,Бубльгум,1 790 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/para-socks-k1d15-goluboi-98-104-110158276/?c=750000000,[],[]
Комплект Batik 118-23з мультиколор 110,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-118-23z-mul-tikolor-106873549/?c=750000000,[],[]
Боди Бамбук E054032KNR56 56,1,Бубльгум,7 650 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr56-105206797/?c=750000000,[],[]
Комбинезон Batik Мышка 6006 к-20 Babies 74,1,Бубльгум,11 075 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-myshka-6006-k-20-babies-106724233/?c=750000000,[],[]
Колготки LB LB 315 розовый 92-98,1,Бубльгум,1 590 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/lb-lb-315-rozovyi-92-98-110156700/?c=750000000,[],[]
Боди Бамбук Боди E054032KNR желтый 62,1,Бубльгум,2 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-bodi-e054032knr-zheltyi-62-109873073/?c=750000000,[],[]
Боди Бамбук Боди E054032KNR серый 68,1,Бубльгум,2 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-bodi-e054032knr-seryi-68-109706387/?c=750000000,[],[]
Ветровка АксАрт 4467 синий 116,1,Бубльгум,29 800 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/vetrovka-aksart-4467-sinii-116-109873565/?c=750000000,[],[]
Набор Бамбук MU011014KNR распашонка синий 56,1,Бубльгум,4 610 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-mu011014knr-raspashonka-sinii-56-110093489/?c=750000000,[],[]
Колготки LB LB 380 серый 116-122,1,Бубльгум,2 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/lb-lb-380-seryi-116-122-110094147/?c=750000000,[],[]
"Головной убор YO! шапка CZ-360 синий 50, 52",1,Бубльгум,3 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/yo-shapka-cz-360-sinii-50-52-107465727/?c=750000000,[],[]
Боди Бамбук Кимоно M054034KL белый 56,1,Бубльгум,3 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-kimono-m054034kl-belyi-56-110034464/?c=750000000,[],[]
Колготки Para Socks K2D3 синий 74-80,1,Бубльгум,2 060 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/para-socks-k2d3-sinii-74-80-109782228/?c=750000000,[],[]
"Костюм Batik ""Принцесса Золушка"" 490 голубой 134",1,Бубльгум,23 210 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-zolushka-490-goluboi-134-109059208/?c=750000000,[],[]
"Головной убор Поляярик шапка F-05-96 серый 50, 52",1,Бубльгум,3 430 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-96-seryi-50-52-103674582/?c=750000000,[],[]
Комплект Batik Костюм 01130_BAT розовый 92/98,1,Бубльгум,9 920 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/batik-kostjum-01130-bat-rozovyi-92-98-108519140/?c=750000000,[],[]
Camellia kids 1008 белый 92,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/camellia-kids-1008-belyi-110166234/?c=750000000,[],[]
Куртка Batik комбинезон 106-23з зеленый 98,1,Бубльгум,47 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-kombinezon-106-23z-zelenyi-106786557/?c=750000000,[],[]
Колготки Para Socks K1D15 серый 74-80,1,Бубльгум,1 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k1d15-seryi-74-80-110158255/?c=750000000,[],[]
"Головной убор Поляярик бейсболка BS-320 желтый 54, 56",1,Бубльгум,3 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/poljajarik-beisbolka-bs-320-zheltyi-54-56-104774786/?c=750000000,[],[]
Комбинезон Бамбук m060012y желтый 74,1,Бубльгум,5 680 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m060012y-zheltyi-110039272/?c=750000000,[],[]
Боди Бамбук E054034KNR Babies 62,1,Бубльгум,6 750 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/bambuk-e054034knr-babies-105206794/?c=750000000,[],[]
Комплект Куртка Batik 120-23з Children 110,1,Бубльгум,64 800 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/kurtka-batik-120-23z-children-107227073/?c=750000000,[],[]
Комбинезон Бамбук m060012y розовый 74,1,Бубльгум,5 680 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m060012y-rozovyi-110039237/?c=750000000,[],[]
Колготки LB LB 380 серый 92-98,1,Бубльгум,1 940 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/lb-lb-380-seryi-92-98-110094171/?c=750000000,[],[]
Комбинезон Бамбук E060007-2 3 шт мультиколор 74,1,Бубльгум,11 640 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/bambuk-e060007-2-babies-104655021/?c=750000000,[],[]
Футболка Let's GO 5279 синий 92,1,Бубльгум,2 170 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/let-s-go-5279-sinii-92-108519325/?c=750000000,[],[]
Комплект OLDOS AOSS22SU2T104 Babies 92,1,Бубльгум,55 870 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/komplekt-oldos-aoss22su2t104-babies-108956390/?c=750000000,[],[]
"Головной убор Полярик шапка D-03-41 розовый 40, 42",1,Бубльгум,2 940 ₸,---,---,---,---,"Kaspi Доставка, межгород, 16 маяСамовывоз: завтра",https://kaspi.kz/shop/p/poljarik-shapka-d-03-41-rozovyi-40-42-107463274/?c=750000000,[],[]
Футболка Let's GO 5279 зеленый 98,1,Бубльгум,2 440 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/let-s-go-5279-zelenyi-108500292/?c=750000000,[],[]
Носки YO! SKA-X010U мультиколор 27-30,1,Бубльгум,2 250 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/yo-ska-x010u-mul-tikolor-27-30-108066974/?c=750000000,[],[]
Футболка Let's GO 5279 желтый 92,1,Бубльгум,2 440 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/let-s-go-5279-zheltyi-108500385/?c=750000000,[],[]
Колготки Para Socks K2D2 белый 134-140,1,Бубльгум,2 300 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k2d2-belyi-134-140-109417678/?c=750000000,[],[]
"Боди Бамбук Боди M054032Y зеленый, мультиколор 80",1,Бубльгум,3 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-bodi-m054032y-zelenyi-mul-tikolor-80-109743194/?c=750000000,[],[]
Колготки Para Socks K1D25 розовый 86-92,1,Бубльгум,1 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k1d25-rozovyi-86-92-109873033/?c=750000000,[],[]
Колготки Para Socks K2D2 розовый 158-164,1,Бубльгум,1 860 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k2d2-rozovyi-158-164-109782264/?c=750000000,[],[]
Кофточка Бамбук E020133KNR бежевый 62,1,Бубльгум,2 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/koftochka-bambuk-e020133knr-bezhevyi-62-109952918/?c=750000000,[],[]
Футболка Let's GO 52252 Babies желтый 92,1,Бубльгум,3 300 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/let-s-go-52252-babies-zheltyi-108666931/?c=750000000,[],[]
Костюм Батик Принцесса Белль 7075 желтый 26,1,Бубльгум,11 510 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/batik-printsessa-bell-7075-children-108859501/?c=750000000,[],[]
Слип SiBaby 25174 голубой 62,1,Бубльгум,2 810 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/sibaby-25174-goluboi-110166882/?c=750000000,[],[]
Боди Бамбук Кимоно E054034KNR красный 80,1,Бубльгум,2 250 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-kimono-e054034knr-krasnyi-80-109873153/?c=750000000,[],[]
Боди Бамбук Боди M054032Y розовый 68,1,Бубльгум,3 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-bodi-m054032y-rozovyi-68-109743196/?c=750000000,[],[]
Повседневные брюки Ябольшой 275-1301-02 зеленый 116,1,Бубльгум,3 010 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/jabol-shoi-275-1301-02-children-108859097/?c=750000000,[],[]
"Головной убор Поляярик шапка F-05-51 бежевый 50, 52",1,Бубльгум,4 080 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-51-bezhevyi-50-52-103674224/?c=750000000,[],[]
Комбинезон Бамбук M060002FN белый 62,1,Бубльгум,5 350 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m060002fn-belyi-62-109956176/?c=750000000,[],[]
Конверт BABYGLORY 312-70ф голубой 40,1,Бубльгум,22 356 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/babyglory-312-70f-goluboi-40-108962393/?c=750000000,[],[]
Набор Бамбук MU055103KNR ползунки мультиколор 68,1,Бубльгум,4 390 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-mu055103knr-polzunki-mul-tikolor-68-110092363/?c=750000000,[],[]
Боди Бамбук Боди M054032FN с начесом розовый 62,1,Бубльгум,3 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-bodi-m054032fn-s-nachesom-rozovyi-62-109746522/?c=750000000,[],[]
Костюм Батик Текна Винкс 465 фиолетовый 134,1,Бубльгум,4 580 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/batik-tekna-vinks-465-children-108859519/?c=750000000,[],[]
Набор Бамбук MU055103KNR ползунки мультиколор 62,1,Бубльгум,5 510 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-mu055103knr-polzunki-mul-tikolor-62-110092354/?c=750000000,[],[]
Боди Бамбук Боди E054032KNR мультиколор 68,1,Бубльгум,2 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-bodi-e054032knr-mul-tikolor-68-109706384/?c=750000000,[],[]
Пижама Baykar 9614 синий 98-104,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/pizhama-baykar-9614-sinii-108547437/?c=750000000,[],[]
Кофточка Бамбук E020133KNR красный 68,1,Бубльгум,2 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/koftochka-bambuk-e020133knr-krasnyi-68-109952910/?c=750000000,[],[]
Комбинезон Бамбук M060002FN зеленый 56,1,Бубльгум,5 710 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m060002fn-zelenyi-56-109956163/?c=750000000,[],[]
Колготки Para Socks K1D1 серый 98-104,1,Бубльгум,1 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k1d1-seryi-98-104-110067299/?c=750000000,[],[]
Колготки Para Socks K2D5 белый 80-86,1,Бубльгум,1 710 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k2d5-belyi-80-86-109417795/?c=750000000,[],[]
"Головной убор YO! бейсболка CZD-0634G розовый 46, 50",99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/yo-beisbolka-czd-0634g-rozovyi-46-50-109859800/?c=750000000,[],[]
Костюм Батик Дракулаура Монстр Хай 5073 фиолетовый 116,1,Бубльгум,4 580 ₸,12 610 ₸,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/batik-drakulaura-monstr-hai-5073-children-108859470/?c=750000000,[],[]
Головной убор Поляярик шапка Bis00068485-1 белый 44-46,1,Бубльгум,2 610 ₸,---,---,---,---,"Kaspi Доставка, межгород, 16 маяСамовывоз: завтра",https://kaspi.kz/shop/p/poljajarik-shapka-bis00068485-1-belyi-44-46-103586627/?c=750000000,[],[]
Колготки Para Socks K2D3 синий 122-128,1,Бубльгум,2 070 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k2d3-sinii-122-128-109782262/?c=750000000,[],[]
Брюки Batik 02839_BAТ белый 62,1,Бубльгум,1 790 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/batik-02839-bat-belyi-108500024/?c=750000000,[],[]
Брюки Батик 347-21в черный 104,1,Бубльгум,13 820 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-347-21v-chernyi-108854813/?c=750000000,[],[]
Футболка Ябольшой 264-1003-03 мультиколор 86,1,Бубльгум,2 600 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/jabol-shoi-264-1003-03-mul-tikolor-108302111/?c=750000000,[],[]
Шорты Ябольшой 275-1299-01 зеленый 110,1,Бубльгум,2 080 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/jabol-shoi-275-1299-01-children-108955785/?c=750000000,[],[]
Толстовка Бомбер Batik 0069_ЛС22 104,1,Бубльгум,7 920 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/bomber-batik-0069-ls22-105502810/?c=750000000,[],[]
Куртка Yixin 23К6/96 желтый 92,1,Бубльгум,8 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/kurtka-yixin-23k6-96-zheltyi-109350678/?c=750000000,[],[]
Боди Ябольшой 152-1201-01 белый  74,1,Бубльгум,2 390 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/jabol-shoi-152-1201-01-belyi--108416832/?c=750000000,[],[]
Слип SiBaby 25174 розовый 62,1,Бубльгум,2 810 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/sibaby-25174-rozovyi-110166936/?c=750000000,[],[]
Batik 01187_BAT мультиколор 116,1,Бубльгум,4 170 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/batik-01187-bat-mul-tikolor-108540572/?c=750000000,[],[]
Комплект Футболка Baykar 2222 2шт 122-128,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/futbolka-baykar-2222-2sht-109518446/?c=750000000,[],[]
Jeanees М-2 Мешок Деда Мороза,1,Бубльгум,1 680 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/jeanees-m-2-meshok-deda-moroza-108253713/?c=750000000,[],[]
Костюм Batik 9016 к-21 Человек-паук черный 110,1,Бубльгум,15 770 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-9016-k-21-chelovek-pauk-chernyi-110-109059258/?c=750000000,[],[]
Костюм Batik Золушка сказочная 5211 оранжевый 104,1,Бубльгум,15 500 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-zolushka-skazochnaja-5211-oranzhevyi-107971195/?c=750000000,[],[]
Бамбук MU0110011K/031MU Babies 56,1,Бубльгум,3 480 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-mu0110011k-031mu-babies-106270196/?c=750000000,[],[]
Футболка Ябольшой 127-725-01 бежевый 122,1,Бубльгум,3 730 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/jabol-shoi-127-725-01-children-108955267/?c=750000000,[],[]
Колготки LB LB 351 черный 80-86,1,Бубльгум,1 810 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/lb-lb-351-chernyi-80-86-110147575/?c=750000000,[],[]
Костюм Batik Белочка 102 оранжевый 110,1,Бубльгум,7 840 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/batik-belochka-102-children-108197778/?c=750000000,[],[]
Головной убор Поляярик шапка Bis00068485-3 розовый 44-46,1,Бубльгум,2 610 ₸,---,---,---,---,"Kaspi Доставка, межгород, 16 маяСамовывоз: завтра",https://kaspi.kz/shop/p/poljajarik-shapka-bis00068485-3-rozovyi-44-46-103586651/?c=750000000,[],[]
Ветровка АксАрт 4467 синий 104,1,Бубльгум,29 800 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/vetrovka-aksart-4467-sinii-104-109873129/?c=750000000,[],[]
Комбинезон Batik 370-21в Children 140,1,Бубльгум,17 860 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-370-21v-children-104432096/?c=750000000,[],[]
Комбинезон Бамбук M060002FN бежевый 62,1,Бубльгум,5 350 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m060002fn-bezhevyi-62-109956198/?c=750000000,[],[]
Футболка Baykar 2578 Майка мультиколор 170-176,1,Бубльгум,4 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/baykar-2578-maika-mul-tikolor-170-176-109706312/?c=750000000,[],[]
Костюм Batik 294 Песик 104,1,Бубльгум,6 755 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/batik-294-pesik-105877490/?c=750000000,[],[]
Боди Бамбук M054032FN с начесом зеленый 56,1,Бубльгум,3 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/bambuk-m054032fn-s-nachesom-zelenyi-109685081/?c=750000000,[],[]
Колготки Para Socks K2D1 белый 134-140,1,Бубльгум,2 030 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/para-socks-k2d1-belyi-134-140-109417749/?c=750000000,[],[]
Футболка Let's GO 51212 Babies серый 92,1,Бубльгум,1 900 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/let-s-go-51212-babies-seryi-108675045/?c=750000000,[],[]
Головной убор Полярик шапка S-02-3 желтый 54,1,Бубльгум,9 040 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/poljarik-shapka-s-02-3-zheltyi-54-107461943/?c=750000000,[],[]
Jeanees шапка 22-37 Колпак Деда Мороза супер длинный велюр 1 шт,1,Бубльгум,2 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/jeanees-shapka-22-37-kolpak-deda-moroza-super-dlinnyi-veljur-1-sht-108335512/?c=750000000,[],[]
Бамбук MU011014K 56,1,Бубльгум,4 480 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-mu011014k-106270198/?c=750000000,[],[]
Пижама 9687 мультиколор 160-162,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/pizhama-9687-mul-tikolor-160-162-109873325/?c=750000000,[],[]
Боди Бамбук Боди E054032KNR красный 62,1,Бубльгум,2 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-bodi-e054032knr-krasnyi-62-109873086/?c=750000000,[],[]
"Трусы Baykar 5270 мультиколор 98,104",1,Бубльгум,2 773 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/baykar-5270-children-109850525/?c=750000000,[],[]
Боди Бамбук Боди E054032KNR желтый 56,1,Бубльгум,2 550 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-bodi-e054032knr-zheltyi-56-109873082/?c=750000000,[],[]
"Костюм Батик ""Пиратка Сейди"" 2005 к-18 мультиколор 110",1,Бубльгум,11 410 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра, бесплатноСамовывоз: завтра",https://kaspi.kz/shop/p/batik-piratka-seidi-2005-k-18-mul-tikolor-107986467/?c=750000000,[],[]
Боди Бамбук Кимоно M054034Y голубой 68,1,Бубльгум,3 240 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая",https://kaspi.kz/shop/p/bambuk-kimono-m054034y-goluboi-68-109872924/?c=750000000,[],[]
Колготки LB LB EVA белый 152-158,1,Бубльгум,1 660 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтраСамовывоз: завтра",https://kaspi.kz/shop/p/lb-lb-eva-belyi-152-158-110156649/?c=750000000,[],[]
Костюм Военный костюм Batik Военный Солдат 8008-2 зеленый 110,1,Бубльгум,16 760 ₸,---,---,---,---,"Kaspi Доставка, межгород, 18 мая, бесплатно",https://kaspi.kz/shop/p/voennyi-kostjum-batik-voennyi-soldat-8008-2-zelenyi-110163162/?c=750000000,[],[]
